2opzA	1gqfA	1nw9AB	-7.57	2021-10-12 04:00:41
2opzA	1gqfA	1nw9AB	-20.73	2021-10-12 04:00:41
2opzA	1i4oA	1nw9AB	-16.39	2021-10-12 04:00:41
3g76B	1i4oA	1nw9AB	-5.3	2021-10-12 04:00:41
3g76B	1i4oA	1nw9AB	-1.04	2021-10-12 04:00:41
4a1wC	2k7wA	1gylAB	-4.33	2021-10-12 04:00:41
4a1wC	4bd8A	2p9lDF	-44.83	2021-10-12 04:00:41
4bd8A	4a1wC	3ezqCD	-49.17	2021-10-12 04:00:41
4bd8A	4a1wC	3fduAC	-5.15	2021-10-12 04:00:41
1i4oA	1g3fA	2agwAD	-22.19	2021-10-12 03:42:31
1i4oA	1i3oE	1i3oBE	-70.69	2021-10-12 03:42:31
1i4oA	1i3oE	1i3oDF	-74.42	2021-10-12 03:42:31
1i4oA	1i3oE	1i4oBD	-75.87	2021-10-12 03:42:31
1i4oA	1i3oE	1i51DF	-75.72	2021-10-12 03:42:31
1i4oA	2ecgA	3htuCD	-6.64	2021-10-12 03:42:31
1g3fA	1gqfA	1nw9AB	-13.68	2021-10-12 03:42:31
1g3fA	1gqfA	1nw9AB	-1.44	2021-10-12 03:42:31
1g3fA	1gqfA	3sbaBD	-10.67	2021-10-12 03:42:31
1g3fA	1i4oA	1nw9AB	-9.82	2021-10-12 03:42:31
1g3fA	1i4oA	1nw9AB	-20.34	2021-10-12 03:42:31
1g3fA	1i4oA	3sbaBD	-7.08	2021-10-12 03:42:31
1gqfA	2ecgA	3l49CD	-7.39	2021-10-12 03:42:31
1gqfA	2ecgA	3nywBD	-32.44	2021-10-12 03:42:31
1gqfA	2knaA	1kkmBC	-12.56	2021-10-12 03:42:31
1gqfA	2knaA	3cjtCD	-24.69	2021-10-12 03:42:31
1tfqA	1gqfA	1nw9AB	-47.51	2021-10-12 03:42:31
1tfqA	1i4oA	1nw9AB	-30.68	2021-10-12 03:42:31
1tfqA	1i4oA	1nw9AB	-31.31	2021-10-12 03:42:31
1tfqA	1i4oA	1nw9AB	-38.78	2021-10-12 03:42:31
1tfqA	1i4oA	1nw9AB	-19.57	2021-10-12 03:42:31
2knaA	1gqfA	3mcwAB	-8.76	2021-10-12 03:42:31
2l9mA	1gqfA	3hbrAB	-3.74	2021-10-12 03:42:17
4kmnA	1gqfA	3fxdBD	-39.43	2021-10-12 03:42:17
4kmnA	1i4oA	1nw9AB	-13.16	2021-10-12 03:42:17
4kmnA	1i4oA	1nw9AB	-2.43	2021-10-12 03:42:17
4kmnA	1i4oA	1nw9AB	-11.17	2021-10-12 03:42:17
1gqfA	2l9mA	1wovAB	-13.34	2021-10-12 03:42:17
1gqfA	2l9mA	3fxdBD	-0.08	2021-10-12 03:42:17
1gqfA	3t6pA	2ar9AB	-0.78	2021-10-12 03:42:17
1gqfA	4kmnA	1vj0BC	-7.23	2021-10-12 03:42:17
1qbhA	1i4oA	1nw9AB	-11.99	2021-10-12 03:42:17
1qbhA	1i4oA	1nw9AB	-8.98	2021-10-12 03:42:17
1qbhA	1i4oA	1nw9AB	-1.7	2021-10-12 03:42:17
1qbhA	1i4oA	2i9fCD	-20.54	2021-10-12 03:42:17
1qbhA	1i4oA	1k44AD	-20.99	2021-10-12 03:42:16
1gqfA	2l9mA	3kl2IJ	-1.41	2021-10-12 03:42:16
2l9mA	1gqfA	2ielAB	-29.93	2021-10-12 03:42:16
2l9mA	1gqfA	3lteCD	-21.58	2021-10-12 03:42:16
2uvlA	1i4oA	1nw9AB	-2.84	2021-10-12 02:58:41
3eb5A	1i4oA	3sbaBD	-12.68	2021-10-12 02:58:41
1gqfA	3eb5A	2odfBF	-8.06	2021-10-12 02:58:41
1c9qA	1gqfA	3idfAB	-9.44	2021-10-12 02:58:41
1f9xA	1gqfA	1nw9AB	-22.19	2021-10-12 02:58:41
1f9xA	1i4oA	1nw9AB	-6.07	2021-10-12 02:58:41
1i4oA	3eb5A	3p01BC	-23.75	2021-10-12 02:58:41
1i4oA	5m6nA	2gdgBC	-11.08	2021-10-12 02:58:41
1i4oA	5m6nA	2gdgBC	-10.79	2021-10-12 02:58:41
5m6nA	1i4oA	1nw9AB	-28.78	2021-10-12 02:58:41
5m6nA	1i4oA	1nw9AB	-6.78	2021-10-12 02:58:41
4pryA	3eb5A	3p01BC	-2.2	2021-10-12 01:41:44
4pryA	1jxqA	1jxqCD	-62.17	2021-10-11 00:14:38
4pryA	1jxqA	1jxqCD	-59.05	2021-10-11 00:14:38
4pryA	1jxqA	1jxqCD	-72.22	2021-10-11 00:14:38
4pryA	1jxqA	1k88AB	-42.95	2021-10-11 00:14:38
4pryA	1jxqA	1k88AB	-57.2	2021-10-11 00:14:38
4pryA	1jxqA	1k88AB	-8.42	2021-10-11 00:14:38
4pryA	1jxqA	1k88AB	-64.66	2021-10-11 00:14:38
4pryA	1jxqA	1k88AB	-29.67	2021-10-11 00:14:38
4pryA	1jxqA	1nmsAB	-45.46	2021-10-11 00:14:38
4pryA	1jxqA	1nmsAB	-60.78	2021-10-11 00:14:38
4pryA	1jxqA	2ar9AB	-47.74	2021-10-11 00:14:38
4pryA	1jxqA	2ar9AB	-29.32	2021-10-11 00:14:38
4pryA	1jxqA	2ar9AB	-29.02	2021-10-11 00:14:38
4pryA	1jxqA	2nn3CD	-55.48	2021-10-11 00:14:38
4pryA	1jxqA	2nn3CD	-38.43	2021-10-11 00:14:38
4pryA	1jxqA	2nn3CD	-19.24	2021-10-11 00:14:38
4pryA	1jxqA	2nn3CD	-50.13	2021-10-11 00:14:38
4pryA	1jxqA	3deiAC	-3.74	2021-10-11 00:14:38
4pryA	1jxqA	3e4cAB	-59.18	2021-10-11 00:14:38
4pryA	1jxqA	3e4cAB	-71.72	2021-10-11 00:14:38
4pryA	1jxqA	3e4cAB	-17.78	2021-10-11 00:14:38
4pryA	1jxqA	3e4cAB	-40.41	2021-10-11 00:14:38
4pryA	1jxqA	3e4cAB	-56.83	2021-10-11 00:14:38
4pryA	1jxqA	3e4cAB	-56.18	2021-10-11 00:14:38
4pryA	1jxqA	3e4cAB	-96.47	2021-10-11 00:14:38
4pryA	1jxqA	3e4cAB	-38.09	2021-10-11 00:14:38
4pryA	1jxqA	3eqlKL	-1.06	2021-10-11 00:14:38
4pryA	1jxqA	3k7eCD	-10.0	2021-10-11 00:14:38
4pryA	1jxqA	3k7eCD	-10.47	2021-10-11 00:14:38
4pryA	1jxqA	3k7eCD	-21.98	2021-10-11 00:14:38
4pryA	1jxqA	3uo8BC	-33.88	2021-10-11 00:14:38
4pryA	1nw9B	1bdfCD	-22.2	2021-10-11 00:14:38
4pryA	1nw9B	2d5nAC	-4.06	2021-10-11 00:14:38
4pryA	3ygsP	3p01BC	-6.77	2021-10-11 00:14:38
3ygsP	2wdpA	1fvfAB	-8.17	2021-10-11 00:14:38
3ygsP	2wdpA	2ux8BC	-1.54	2021-10-11 00:14:38
3ygsP	2wdpA	2ve8AD	-0.41	2021-10-11 00:14:38
3ygsP	4pryA	1veaAB	-8.12	2021-10-11 00:14:38
4nblA	1jxqA	1jxqCD	-18.95	2021-10-11 00:14:38
4nblA	1jxqA	1jxqCD	-26.5	2021-10-11 00:14:38
4nblA	1jxqA	1k88AB	-76.78	2021-10-11 00:14:38
4nblA	1jxqA	1k88AB	-58.51	2021-10-11 00:14:38
4nblA	1jxqA	1nmsAB	-63.99	2021-10-11 00:14:38
4nblA	1jxqA	2ar9AB	-42.2	2021-10-11 00:14:38
4nblA	1jxqA	2ar9AB	-4.86	2021-10-11 00:14:38
4nblA	1jxqA	2ar9AB	-19.95	2021-10-11 00:14:38
4nblA	1jxqA	2ar9AB	-30.72	2021-10-11 00:14:38
4nblA	1jxqA	2ar9AB	-43.55	2021-10-11 00:14:38
4nblA	1jxqA	2ar9AB	-2.08	2021-10-11 00:14:38
4nblA	1jxqA	2nn3CD	-71.11	2021-10-11 00:14:38
4nblA	1jxqA	2nn3CD	-72.38	2021-10-11 00:14:38
4nblA	1jxqA	2nn3CD	-72.22	2021-10-11 00:14:38
4nblA	1jxqA	2nn3CD	-64.79	2021-10-11 00:14:38
4nblA	1jxqA	2nn3CD	-27.83	2021-10-11 00:14:38
4nblA	1jxqA	2x2nBD	-0.55	2021-10-11 00:14:38
4nblA	1jxqA	3e4cAB	-12.11	2021-10-11 00:14:38
4nblA	1jxqA	3e4cAB	-3.22	2021-10-11 00:14:38
4nblA	1jxqA	3e4cAB	-8.12	2021-10-11 00:14:38
4nblA	1jxqA	3e4cAB	-2.01	2021-10-11 00:14:38
4nblA	1jxqA	3idfAB	-8.07	2021-10-11 00:14:38
4nblA	1jxqA	3k7eCD	-60.59	2021-10-11 00:14:38
4nblA	1jxqA	3k7eCD	-71.45	2021-10-11 00:14:38
4nblA	1jxqA	3k7eCD	-82.58	2021-10-11 00:14:38
4nblA	1jxqA	3k7eCD	-14.28	2021-10-11 00:14:38
4nblA	1jxqA	3k7eCD	-5.28	2021-10-11 00:14:38
4nblA	1jxqA	3k7eCD	-80.17	2021-10-11 00:14:38
4nblA	1jxqA	3p45CG	-3.88	2021-10-11 00:14:38
4nblA	1jxqA	3tosAC	-7.0	2021-10-11 00:14:38
4nblA	1nw9B	1n4aAB	-5.47	2021-10-11 00:14:38
4nblA	1nw9B	2bujAB	-11.74	2021-10-11 00:14:38
4nblA	1nw9B	3hs3AB	-1.15	2021-10-11 00:14:38
4nblA	1nw9B	3p45CG	-2.02	2021-10-11 00:14:38
4nblA	1nw9B	3p45CG	-1.64	2021-10-11 00:14:38
4nblA	1nw9B	3qkwCD	-14.69	2021-10-11 00:14:38
4nblA	1nw9B	3zuhDE	-20.06	2021-10-11 00:14:38
4nblA	3ygsP	3do8AB	-14.74	2021-10-11 00:14:38
4nblA	3ygsP	3p01BC	-26.97	2021-10-11 00:14:38
1jxqA	1gqfA	1jxqCD	-35.96	2021-10-11 00:14:38
1jxqA	1gqfA	1jxqCD	-38.73	2021-10-11 00:14:38
1jxqA	1gqfA	1jxqCD	-38.27	2021-10-11 00:14:38
1jxqA	1gqfA	1jxqCD	-42.01	2021-10-11 00:14:38
1jxqA	1gqfA	1jxqCD	-37.44	2021-10-11 00:14:38
1jxqA	1gqfA	1jxqCD	-40.16	2021-10-11 00:14:38
1jxqA	1gqfA	1k88AB	-31.23	2021-10-11 00:14:38
1jxqA	1gqfA	1k88AB	-37.9	2021-10-11 00:14:38
1jxqA	1gqfA	1k88AB	-44.01	2021-10-11 00:14:38
1jxqA	1gqfA	1k88AB	-39.67	2021-10-11 00:14:38
1jxqA	1gqfA	1nmsAB	-23.33	2021-10-11 00:14:38
1jxqA	1gqfA	1nmsAB	-22.9	2021-10-11 00:14:38
1jxqA	1gqfA	1nmsAB	-19.45	2021-10-11 00:14:38
1jxqA	1gqfA	1nmsAB	-24.57	2021-10-11 00:14:38
1jxqA	1gqfA	1nmsAB	-57.59	2021-10-11 00:14:38
1jxqA	1gqfA	2ar9AB	-38.56	2021-10-11 00:14:38
1jxqA	1gqfA	2ar9AB	-39.02	2021-10-11 00:14:38
1jxqA	1gqfA	2ar9AB	-38.73	2021-10-11 00:14:38
1jxqA	1gqfA	2ar9AB	-37.68	2021-10-11 00:14:38
1jxqA	1gqfA	2nn3CD	-17.56	2021-10-11 00:14:38
1jxqA	1gqfA	2nn3CD	-19.78	2021-10-11 00:14:38
1jxqA	1gqfA	2nn3CD	-42.98	2021-10-11 00:14:38
1jxqA	1gqfA	2nn3CD	-29.49	2021-10-11 00:14:38
1jxqA	1gqfA	3e4cAB	-39.68	2021-10-11 00:14:38
1jxqA	1gqfA	3e4cAB	-42.93	2021-10-11 00:14:38
1jxqA	1gqfA	3e4cAB	-77.35	2021-10-11 00:14:38
1jxqA	1gqfA	3k7eCD	-24.9	2021-10-11 00:14:38
1jxqA	1gqfA	3k7eCD	-24.96	2021-10-11 00:14:38
1jxqA	1gqfA	3uo8BC	-44.62	2021-10-11 00:14:38
1jxqA	2wdpA	1jxqCD	-61.28	2021-10-11 00:14:38
1jxqA	2wdpA	1jxqCD	-57.07	2021-10-11 00:14:38
1jxqA	2wdpA	1jxqCD	-50.69	2021-10-11 00:14:38
1jxqA	2wdpA	1jxqCD	-48.89	2021-10-11 00:14:38
1jxqA	2wdpA	1k88AB	-51.87	2021-10-11 00:14:38
1jxqA	2wdpA	1k88AB	-56.88	2021-10-11 00:14:38
1jxqA	2wdpA	1k88AB	-64.18	2021-10-11 00:14:38
1jxqA	2wdpA	1k88AB	-56.67	2021-10-11 00:14:38
1jxqA	2wdpA	1k88AB	-28.3	2021-10-11 00:14:38
1jxqA	2wdpA	1nmsAB	-68.97	2021-10-11 00:14:38
1jxqA	2wdpA	1nmsAB	-60.5	2021-10-11 00:14:38
1jxqA	2wdpA	1nmsAB	-72.22	2021-10-11 00:14:38
1jxqA	2wdpA	1nmsAB	-65.1	2021-10-11 00:14:38
1jxqA	2wdpA	1pzmAB	-1.89	2021-10-11 00:14:38
1jxqA	2wdpA	1rxqAD	-0.44	2021-10-11 00:14:38
1jxqA	2wdpA	1zvmAD	-7.58	2021-10-11 00:14:38
1jxqA	2wdpA	2ar9AB	-50.44	2021-10-11 00:14:38
1jxqA	2wdpA	2ar9AB	-51.33	2021-10-11 00:14:38
1jxqA	2wdpA	2ar9AB	-73.99	2021-10-11 00:14:38
1jxqA	2wdpA	2ar9AB	-55.73	2021-10-11 00:14:38
1jxqA	2wdpA	2ar9AB	-38.6	2021-10-11 00:14:38
1jxqA	2wdpA	2ar9AB	-70.43	2021-10-11 00:14:38
1jxqA	2wdpA	2j4lEF	-28.13	2021-10-11 00:14:38
1jxqA	2wdpA	2nn3CD	-53.77	2021-10-11 00:14:38
1jxqA	2wdpA	2nn3CD	-65.93	2021-10-11 00:14:38
1jxqA	2wdpA	2nn3CD	-67.44	2021-10-11 00:14:38
1jxqA	2wdpA	2nn3CD	-31.16	2021-10-11 00:14:38
1jxqA	2wdpA	3e4cAB	-21.44	2021-10-11 00:14:38
1jxqA	2wdpA	3e4cAB	-7.32	2021-10-11 00:14:38
1jxqA	2wdpA	3e4cAB	-5.9	2021-10-11 00:14:38
1jxqA	2wdpA	3e4cAB	-17.39	2021-10-11 00:14:38
1jxqA	2wdpA	3k7eCD	-10.44	2021-10-11 00:14:38
1jxqA	2wdpA	3k7eCD	-47.44	2021-10-11 00:14:38
1jxqA	2wdpA	3uo8BC	-26.31	2021-10-11 00:14:38
1jxqA	2wdpA	3uo8BC	-16.38	2021-10-11 00:14:38
1jxqA	2wdpA	3uo8BC	-19.16	2021-10-11 00:14:38
1jxqA	2wdpA	3uo8BC	-30.45	2021-10-11 00:14:38
1jxqA	2wdpA	3uo8BC	-22.92	2021-10-11 00:14:38
1jxqA	2wdpA	3uo8BC	-28.62	2021-10-11 00:14:38
1jxqA	2wdpA	3uo8BC	-31.74	2021-10-11 00:14:38
1jxqA	4nblA	1hssAB	-19.53	2021-10-11 00:14:38
1jxqA	4nblA	1jxqCD	-0.41	2021-10-11 00:14:38
1jxqA	4nblA	1jxqCD	-32.56	2021-10-11 00:14:38
1jxqA	4nblA	1jxqCD	-31.43	2021-10-11 00:14:38
1jxqA	4nblA	1jxqCD	-33.97	2021-10-11 00:14:38
1jxqA	4nblA	1jxqCD	-48.62	2021-10-11 00:14:38
1jxqA	4nblA	1k88AB	-13.45	2021-10-11 00:14:38
1jxqA	4nblA	1nmsAB	-64.83	2021-10-11 00:14:38
1jxqA	4nblA	1nmsAB	-71.34	2021-10-11 00:14:38
1jxqA	4nblA	1nmsAB	-70.9	2021-10-11 00:14:38
1jxqA	4nblA	1nmsAB	-65.47	2021-10-11 00:14:38
1jxqA	4nblA	1ui5AB	-38.73	2021-10-11 00:14:38
1jxqA	4nblA	2ar9AB	-24.49	2021-10-11 00:14:38
1jxqA	4nblA	2ar9AB	-23.62	2021-10-11 00:14:38
1jxqA	4nblA	2ar9AB	-38.08	2021-10-11 00:14:38
1jxqA	4nblA	2ar9AB	-35.45	2021-10-11 00:14:38
1jxqA	4nblA	2ar9AB	-33.23	2021-10-11 00:14:38
1jxqA	4nblA	2ar9AB	-27.66	2021-10-11 00:14:38
1jxqA	4nblA	2nn3CD	-65.04	2021-10-11 00:14:38
1jxqA	4nblA	2nn3CD	-23.64	2021-10-11 00:14:38
1jxqA	4nblA	2nn3CD	-0.09	2021-10-11 00:14:38
1jxqA	4nblA	2nn3CD	-7.43	2021-10-11 00:14:38
1jxqA	4nblA	2nn3CD	-35.86	2021-10-11 00:14:38
1jxqA	4nblA	2nn3CD	-28.54	2021-10-11 00:14:38
1jxqA	4nblA	2np3AB	-2.47	2021-10-11 00:14:38
1jxqA	4nblA	3e4cAB	-7.02	2021-10-11 00:14:38
1jxqA	4nblA	3e4cAB	-11.85	2021-10-11 00:14:38
1jxqA	4nblA	3e4cAB	-13.87	2021-10-11 00:14:38
1jxqA	4nblA	3k7eCD	-45.05	2021-10-11 00:14:38
1jxqA	4nblA	3p45CG	-1.18	2021-10-11 00:14:38
1jxqA	4nblA	3uo8BC	-10.21	2021-10-11 00:14:38
1jxqA	4nblA	3uo8BC	-8.01	2021-10-11 00:14:38
1jxqA	4nblA	3uo8BC	-0.81	2021-10-11 00:14:38
1jxqA	4nblA	3uo8BC	-6.31	2021-10-11 00:14:38
1jxqA	4nblA	3uo8BC	-1.4	2021-10-11 00:14:38
1jxqA	4pryA	1jxqCD	-8.6	2021-10-11 00:14:38
1jxqA	4pryA	1jxqCD	-49.98	2021-10-11 00:14:38
1jxqA	4pryA	1jxqCD	-76.22	2021-10-11 00:14:38
1jxqA	4pryA	1jxqCD	-42.92	2021-10-11 00:14:38
1jxqA	4pryA	1jxqCD	-46.3	2021-10-11 00:14:38
1jxqA	4pryA	1k88AB	-61.25	2021-10-11 00:14:38
1jxqA	4pryA	1k88AB	-19.22	2021-10-11 00:14:38
1jxqA	4pryA	1nmsAB	-37.51	2021-10-11 00:14:38
1jxqA	4pryA	1nw9AB	-16.02	2021-10-11 00:14:38
1jxqA	4pryA	1u2eAC	-0.46	2021-10-11 00:14:38
1jxqA	4pryA	2ar9AB	-21.46	2021-10-11 00:14:38
1jxqA	4pryA	2ar9AB	-33.6	2021-10-11 00:14:38
1jxqA	4pryA	2ar9AB	-73.77	2021-10-11 00:14:38
1jxqA	4pryA	2ar9AB	-18.0	2021-10-11 00:14:38
1jxqA	4pryA	2ar9AB	-10.42	2021-10-11 00:14:38
1jxqA	4pryA	2ar9AB	-94.5	2021-10-11 00:14:38
1jxqA	4pryA	2nn3CD	-47.61	2021-10-11 00:14:38
1jxqA	4pryA	2nn3CD	-39.58	2021-10-11 00:14:38
1jxqA	4pryA	2nn3CD	-72.06	2021-10-11 00:14:38
1jxqA	4pryA	2nn3CD	-61.33	2021-10-11 00:14:38
1jxqA	4pryA	3e4cAB	-55.91	2021-10-11 00:14:38
1jxqA	4pryA	3e4cAB	-25.28	2021-10-11 00:14:38
1jxqA	4pryA	3e4cAB	-60.29	2021-10-11 00:14:38
1jxqA	4pryA	3e4cAB	-16.7	2021-10-11 00:14:38
1jxqA	4pryA	3e4cAB	-35.8	2021-10-11 00:14:38
1jxqA	4pryA	3e4cAB	-51.95	2021-10-11 00:14:38
1jxqA	4pryA	3e4cAB	-61.44	2021-10-11 00:14:38
1jxqA	4pryA	3e4cAB	-12.33	2021-10-11 00:14:38
1jxqA	4pryA	3k7eCD	-24.98	2021-10-11 00:14:38
1jxqA	4pryA	3k7eCD	-26.77	2021-10-11 00:14:38
1jxqA	4pryA	3uo8BC	-34.86	2021-10-11 00:14:38
1jxqA	4pryA	3uo8BC	-5.25	2021-10-11 00:14:38
1jxqA	4pryA	3uo8BC	-5.2	2021-10-11 00:14:38
1gqfA	1jxqA	1jxqCD	-48.26	2021-10-11 00:14:38
1gqfA	1jxqA	1k88AB	-34.91	2021-10-11 00:14:38
1gqfA	1jxqA	1k88AB	-10.59	2021-10-11 00:14:38
1gqfA	1jxqA	1nmsAB	-14.04	2021-10-11 00:14:38
1gqfA	1jxqA	1nmsAB	-37.64	2021-10-11 00:14:38
1gqfA	1jxqA	1nmsAB	-23.04	2021-10-11 00:14:38
1gqfA	1jxqA	1nmsAB	-30.34	2021-10-11 00:14:38
1gqfA	1jxqA	1nmsAB	-32.28	2021-10-11 00:14:38
1gqfA	1jxqA	1nmsAB	-32.77	2021-10-11 00:14:38
1gqfA	1jxqA	1u2eAC	-5.98	2021-10-11 00:14:38
1gqfA	1jxqA	2ar9AB	-21.64	2021-10-11 00:14:38
1gqfA	1jxqA	2ar9AB	-65.5	2021-10-11 00:14:38
1gqfA	1jxqA	2ar9AB	-44.15	2021-10-11 00:14:38
1gqfA	1jxqA	2ar9AB	-54.54	2021-10-11 00:14:38
1gqfA	1jxqA	2ar9AB	-27.56	2021-10-11 00:14:38
1gqfA	1jxqA	2ar9AB	-45.25	2021-10-11 00:14:38
1gqfA	1jxqA	2nn3CD	-14.32	2021-10-11 00:14:38
1gqfA	1jxqA	2nn3CD	-46.04	2021-10-11 00:14:38
1gqfA	1jxqA	2nn3CD	-38.22	2021-10-11 00:14:38
1gqfA	1jxqA	2nn3CD	-49.63	2021-10-11 00:14:38
1gqfA	1jxqA	2nn3CD	-36.1	2021-10-11 00:14:38
1gqfA	1jxqA	3e4cAB	-17.28	2021-10-11 00:14:38
1gqfA	1jxqA	3e4cAB	-44.07	2021-10-11 00:14:38
1gqfA	1jxqA	3e4cAB	-13.82	2021-10-11 00:14:38
1gqfA	1jxqA	3e4cAB	-40.36	2021-10-11 00:14:38
1gqfA	1jxqA	3e4cAB	-26.74	2021-10-11 00:14:38
1gqfA	1jxqA	3e4cAB	-52.25	2021-10-11 00:14:38
1gqfA	1jxqA	3e4cAB	-23.99	2021-10-11 00:14:38
1gqfA	1jxqA	3k7eCD	-32.1	2021-10-11 00:14:38
1gqfA	1jxqA	3k7eCD	-17.08	2021-10-11 00:14:38
1gqfA	1jxqA	3k7eCD	-14.77	2021-10-11 00:14:38
1gqfA	1jxqA	3om1AB	-0.23	2021-10-11 00:14:38
1gqfA	1jxqA	3om1AB	-14.71	2021-10-11 00:14:38
